Master Customer Cd	hospital	Customer Class Dsc	Competitor Txt	Bed Cnt	Surgeries Cnt	Territory Dsc	Physical City name	Physical state code	Physical ZIP code	FIPS	latitude	longitude	HS Region	HS division	cancer_ctr_flg	trauma_ctr_flg	Percent ARC	Customer Integration Customer Class Dsc
N022EIN	EINSTEIN MEDICAL CENTER PHILADELPHIA	Hospital Customer	Medium	750	13079	Urban	Philadelphia	PA	19141	42101	   40.036952	  -75.14469	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N024001090	ST VINCENT EVANSVILLE	Non RC Blood Centers	Medium	463	23241	Urban	Evansville	IN	47714	18163	   37.962387	  -87.50553	Indiana Region	North Central Division	Y	Y	Both	Hospital                                
N049T0062C	BAYLOR UNIVERSITY MEDICAL CTR AT DALLAS	Non RC Blood Centers	High	914	20997	Urban	Dallas	TX	75246	48113	   32.790611	  -96.78077	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N030B31001	GUTHRIE ROBERT PACKER HOSPITAL	Hospital in Region	Medium	254	36613	Rural	Sayre	PA	18840	42015	   41.980993	  -76.51869	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N022LOL	VIRTUA HEALTH CAMDEN	Hospital Out of Region	Medium	340	10764	Urban	Camden	NJ	08103	34007	   39.927017	  -75.09571	New Jersey Region	Northeast Division	Y	N	Neither	Hospital                                
N035CCLB	CARILION CONSOLIDATED LABS	Others		737	25834	Urban	Roanoke	VA	24014	51161	   37.22286	  -79.915191	Virginia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N02920010	ECU HEALTH	Hospital Customer	Medium	974	21647	Urban	Greenville	NC	27835	37147	   35.605788	  -77.40094	North Carolina Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N006BZPKVW	DOCTORS HOSPITAL OF RIVERSIDE	Hospital Customer		193		Urban	Riverside	CA	92503	06065	   33.882579	 -117.442303	Southern California Region	Pacific Division	N	N	Neither	Hospital                                
N011B9REMC	RESEARCH MEDICAL CENTER-KANSAS CITY		Medium	590	12500	Urban	Kansas City	MO	64132	29095	   39.007155	  -94.55867	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N030B15001	LEHIGH VALLEY HOSPITAL - HAZLETON	Hospital in Region	Medium	150	9273	Urban	Hazleton	PA	18201	42079	   40.950469	  -75.96343	Greater Pennsylvania Region	Northeast Division	N	Y	Neither	Hospital                                
N001003102	GUTHRIE LOURDES HOSPITAL	Hospital Customer	Medium	242	18194	Urban	Binghamton	NY	13905	36007	   42.092677	  -75.93563	Western New York Region	Northeast Division	Y	Y	RBC Only	Hospital                                
N022XWC	CHRISTIANA CARE HEALTH SERVICES, INC	Hospital Out of Region	Medium	906		Urban	Newark	DE	19718	10003	   39.750558	  -75.54896	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N022ABN	ABINGTON HOSPITAL - JEFFERSON HEALTH		Medium	655	13688	Urban	Abington	PA	19001	42091	   40.118959	  -75.11939	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N021104	BLOOD BANK OF ALASKA	External Blood Bank Customers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N006BCLAGO	LOS ANGELES GENERAL MEDICAL CENTER	Hospital Customer	Medium	600	13391	Urban	Los Angeles	CA	90033	06037	   34.05625	 -118.20658	Los Angeles Region	Pacific Division	Y	Y	Neither	Hospital                                
N02911021	SENTARA NORFOLK GENERAL HOSPITAL	Commercial Labs	Low	525	20495	Urban	Norfolk	VA	23507	51710	   36.862156	  -76.30479	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N020B9PETE	ST PETER'S HEALTH REGIONAL MEDICAL CENTER-HELENA	Hospital in Region	Medium	123	2616	Rural	Helena	MT	59601	30049	   46.584211	 -111.9974	Idaho Montana East Oregon Region	Pacific Division	Y	N	Neither	Hospital                                
N041A10206	UNIVERSITY HOSPITAL-BIRMINGHAM	Researchers	High	1157	32909	Urban	Birmingham	AL	35294	01073	   33.506308	  -86.80294	Alabama Mississippi Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N020LVSHMC	SUNRISE HOSPITAL & MED CTR	Hospital in Region	Medium	762	17255	Urban	Las Vegas	NV	89109	32003	   36.134331	 -115.1369	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N030B12001	GEISINGER MEDICAL CENTER - DANVILLE	Hospital in Region	Medium	559	34829	Urban	Danville	PA	17822	42093	   40.966823	  -76.60329	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N035B1LYNC	LYNCHBURG GENERAL HOSPITAL	Hospital Customer	Low	534	10752	Urban	Lynchburg	VA	24501	51031	   37.416627	  -79.16974	Virginia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N0041074	BOSTON MEDICAL CENTER	Hospital Out of Region	Low	582	6985	Urban	Boston	MA	02118	25025	   42.340877	  -71.0709	Massachusetts Region	Northeast Division	Y	Y	Neither	Hospital                                
N006B9RRMC	RONALD REAGAN UCLA MEDICAL CENTER	RC Blood Centers	Medium	446	23644	Urban	Los Angeles	CA	90095	06037	   34.065735	 -118.44537	Los Angeles Region	Pacific Division	Y	Y	Both	Hospital                                
N0042003	VA MEDICAL CENTER WEST ROXBURY	VA Hospital	Low	172		Urban	West Roxbury	MA	02132	25025	   42.272296	  -71.17321	Massachusetts Region	Northeast Division	Y	N	Neither	Government                              
N020B5STLK	ST LUKES WOOD RIVER MEDICAL CENTER	Hospital Out of Region	Medium	25	2116	Rural	Ketchum	ID	83340	16013	   43.679582	 -114.36718	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Hospital                                
N053B1BNMC	WALTER REED NATIONAL MILITARY MED CTR	Red Cross Blood Center Customers	Medium	205	10191	Urban	Bethesda	MD	20889	24031	   39.001745	  -77.09703	National Capital and Greater Chesapeake Region	Central Atlantic Division	N	N	Neither	Government                              
N002B62893	DFAS: ARMED SERVICES WHOLE BLOOD	Hospital Customer				Urban	Trenton	NJ	08641	34021			New Jersey Region	Northeast Division	N	N	Neither	Government                              
N022XAG	LEHIGH VALLEY CEDAR CREST	Hospital Out of Region	Medium	877	32574	Urban	Allentown	PA	18103	42077	   40.566757	  -75.524162	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N016COL008	GRANT MEDICAL CENTER	Hospital Customer	Low	429	20368	Urban	Columbus	OH	43215	39049	   39.960872	  -82.99061	Central and Southern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N084B4MUIR	JOHN MUIR MED CTR-WALNUT CREEK CAMPUS	Hospital Out of Region	Low	554	7592	Urban	Walnut Creek	CA	94598	06013	   37.914244	 -122.04215	Northern California Coastal Region	Pacific Division	Y	Y	Neither	Hospital                                
N006E63SCM	SCRIPPS MEMORIAL HOSPITAL LA JOLLA	Hospital Out of Region	Medium	426	11788	Urban	La Jolla	CA	92037	06073	   32.88465	 -117.2253	Southern California Region	Pacific Division	Y	Y	Neither	Hospital                                
N003B1SCOT	CHILDREN'S HEALTHCARE OF ATLANTA-SCOTTISH RITE	Hospital Customer	Medium	319	33132	Urban	Atlanta	GA	30342	13121	   33.907919	  -84.35428	Georgia Region	Southeast and Caribbean Division	Y	N	Neither	Hospital                                
N0025433	AIR METHODS GARDEN CITY	Hospital Customer				Rural	Garden City	KS	67846	20055			Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0075229	AIR METHODS - KINGMAN	Unclassified				Rural	Kingman	AZ	86401	04015	   35.131719	 -113.703932	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N036B1MUSC	MEDICAL UNIVERSITY OF SC	Hospital Customer	High	713	36299	Urban	Charleston	SC	29425	45019	   32.785397	  -79.94653	South Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N022TEM	TEMPLE UNIVERSITY HOSPITAL	Unclassified	Medium	732	30008	Urban	Philadelphia	PA	19140	42101	   40.00469	  -75.15223	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N027S0WASH	MERITUS MEDICAL CENTER	Hospital in Region	Medium	237	8274	Urban	Hagerstown	MD	21742	24043	   39.623744	  -77.68324	Central Appalachia Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N017RMMC	UNIVERSITY OF MINNESOTA MASONIC CHILDRENS HOSPITAL	Hospital Out of Region	Medium	1700	7926	Urban	Minneapolis	MN	55454	27053	   44.965681	  -93.23664	Minnesota Dakotas Region	North Central Division	N	Y	Neither	Hospital                                
N02913003	CHESAPEAKE REGIONAL MEDICAL CENTER	Hospital Customer	Low	310	16138	Urban	Chesapeake	VA	23320	51550	   36.746128	  -76.24482	Virginia Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N032B1MARN	BAY AREA MEDICAL CENTER		High	55	4009	Rural	Marinette	WI	54143	55075	   45.07076	  -87.629655	Wisconsin Region	North Central Division	N	N	Neither	Hospital                                
N004210	RHODE ISLAND BLOOD CENTER					NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N020B5STLM	ST LUKES MERIDIAN MEDICAL CTR	Hospital in Region	Medium	104		Urban	Meridian	ID	83642	16001	   43.599703	 -116.3547	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Hospital                                
N013B5UMMC	UNIVERSITY OF MICHIGAN HOSPITALS	Red Cross Blood Center Customers	Medium	1000	35336	Urban	Ann Arbor	MI	48109	26161	   42.285348	  -83.72955	Michigan Region	North Central Division	N	Y	Both	Hospital                                
N003B3ATHN	PIEDMONT ATHENS REGIONAL HOSPITAL	Hospital Out of Region	Medium	359	14275	Urban	Athens	GA	30606	13059	   33.962393	  -83.39774	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N001AM013	AIR METHODS ROME	Hospital Customer				Rural	Westernville	NY	13634	36045			Eastern New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N021P00001	OHSU HOSPITAL	Plasma Frac-Non ARC	High	576	30383	Urban	Portland	OR	97239	41051	   45.499476	 -122.68543	Cascades Region	Pacific Division	Y	Y	Both	Hospital                                
N050B1MCOH	UNIVERSITY OF TOLEDO	Miscellaneous	Low	319	9840	Urban	Toledo	OH	43614	39095	   41.621231	  -83.61598	Northern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N001001140	URMC-STRONG MEMORIAL HOSPITAL	Hospital Out of Region	Medium	886	47521	Urban	Rochester	NY	14642	36055	   43.123034	  -77.62347	Western New York Region	Northeast Division	Y	Y	Both	Hospital                                
N0122305	HIGH POINT REGIONAL MEDICAL CENTER		Medium	351	7168	Urban	High Point	NC	27262	37081	   35.962358	  -80.012	North Carolina Region	Southeast and Caribbean Division	Y	N	Both	Hospital                                
N021P00306	SALEM HEALTH	Hospital Customer	High	454	13817	Urban	Salem	OR	97301	41047	   44.932902	 -123.03318	Cascades Region	Pacific Division	Y	Y	Neither	Hospital                                
N016COL012	OHIO STATE UNIVERSITY WEXNER MEDICAL CENTER	Hospital Out of Region	Low	1106	24860	Urban	Columbus	OH	43210	39049	   39.99407	  -83.01796	Central and Southern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N049T0300F	BAYLOR SCOTT AND WHITE MEDICAL CTR-PLANO	Hospital Customer	High	160	6165	Urban	Plano	TX	75093	48085	   33.014344	  -96.79073	North Texas Region	Southwest and Rocky Mountain Division	Y	N	Both	Hospital                                
N0095317	AIR METHODS CEDAR CITY	Hospital Customer				Urban	Cedar City	UT	80111	08005			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N038B7RILE	METHODIST HOSPITAL	Hospital Out of Region	High	1597		Urban	Indianapolis	IN	46202	18097	   39.789791	  -86.16332	Indiana Region	North Central Division	N	N	Both	Hospital                                
N016COL010	MT CARMEL EAST HOSPITAL	Hospital Customer	Medium	400	12417	Urban	Columbus	OH	43213	39049	   39.979431	  -82.84218	Central and Southern Ohio Region	Central Atlantic Division	N	Y	Both	Hospital                                
N0095316	AIR METHODS KEARNEY NE	Hospital Customer				Rural	Kearney	NE	68847	31019			Nebraska Iowa Region	North Central Division	N	N	Neither	Air Ambulance                           
N020B5STAL	SAINT ALPHONSUS REG MEDICAL CTR	Hospital in Region	Medium	362	12989	Urban	Boise	ID	83706	16001	   43.614052	 -116.25357	Idaho Montana East Oregon Region	Pacific Division	Y	Y	Both	Hospital                                
N003B2NEGA	NORTHEAST GEORGIA MEDICAL CTR-GAINESVILLE	Hospital Customer	High	691	19176	Urban	Gainesville	GA	30501	13139	   34.302014	  -83.81683	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N0205121	AIR METHODS PAHRUMP-MERCY AIR 21	Unclassified				Rural	Pahrump	NV	89048	32023	   36.165343	 -116.003323	Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0075214	AIR METHODS LAKE HAVASU CITY	Unclassified				Rural	Lake Havasu City	AZ	86403	04015	   34.480257	 -114.348504	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N006BZKONT	KAISER PERMANENTE ONTARIO MED CTR	Hospital in Region	Medium	224	17033	Urban	Ontario	CA	91761	06071	   34.032268	 -117.61096	Southern California Region	Pacific Division	N	N	Both	Hospital                                
N032B0MASO	ADVOCATE ILLINOIS MASONIC MEDICAL CENTER	Hospital Customer		397	10648	Urban	Chicago	IL	60657	17031	   41.936318	  -87.65155	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N036B1RICH	PRISMA HEALTH RICHLAND HOSPITAL	Hospital Out of Region	Medium	641	19003	Urban	Columbia	SC	29203	45079	   34.027012	  -81.0301	South Carolina Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N027B7WVUH	J.W. RUBY MEMORIAL HOSPITAL	Hospital Out of Region	Medium	690	18404	Urban	Morgantown	WV	26506	54061	   39.652914	  -79.95956	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N022NNJUMD	UNIVERSITY HOSPITAL-UMDNJ	Hospital Out of Region	Medium	519	13780	Urban	Newark	NJ	07103	34013	   40.740922	  -74.1921	New Jersey Region	Northeast Division	Y	Y	Neither	Hospital                                
N003B1SRMC	SOUTHERN REGIONAL MEDICAL CENTER	Hospital in Region	Medium	331	8193	Urban	Riverdale	GA	30274	13063	   33.554561	  -84.399687	Georgia Region	Southeast and Caribbean Division	Y	N	Neither	Hospital                                
N038B7CARN	ARNETT HOSPITAL	Hospital Out of Region	High	172	7647	Urban	Lafayette	IN	47905	18157	   40.403021	  -86.80716	Indiana Region	North Central Division	Y	N	Both	Hospital                                
N01812SPAR	UNIVERSITY OF MICHIGAN HEALTH - SPARROW LANSING	Hospital Out of Region	Medium	573	21428	Urban	Lansing	MI	48912	26065	   42.733994	  -84.53475	Michigan Region	North Central Division	Y	Y	Neither	Hospital                                
N053B1WAHC	WASHINGTON HOSPITAL CENTER	Hospital Customer	Medium	926	23505	Urban	Washington	DC	20010	11001	   38.931182	  -77.01317	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N0122490	NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER	Hospital Customer	Medium	624	23063	Urban	Charlotte	NC	28204	37119	   35.212207	  -80.82475	North Carolina Region	Southeast and Caribbean Division	Y	N	Both	Hospital                                
N009124	NEBRASKA COMMUNITY BLOOD BANK	Hospital Customer				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N0122435	NORTHERN REGIONAL HOSPITAL	Hospital Customer	Medium	133	3603	Rural	Mount Airy	NC	27030	37171	   36.488933	  -80.61168	North Carolina Region	Southeast and Caribbean Division	N	N	Neither	Hospital                                
N022XHF	CAPITAL HEALTH SYSTEM-FULD CAMPUS	Hospital Out of Region	Medium	237	14109	Urban	Trenton	NJ	08638	34021	   40.236021	  -74.75275	New Jersey Region	Northeast Division	N	Y	Neither	Hospital                                
N0075232	AIR METHODS	Unclassified				NA	Quartzite	AZ	85359	04012			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N009N8DHMC	DENVER HEALTH MEDICAL CENTER	Hospital Customer	Medium	525	6682	Urban	Denver	CO	80204	08031	   39.727945	 -104.99146	Colorado Wyoming Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N053B1CHIL	CHILDREN'S HOSPITAL NATIONAL MEDICAL CTR	Hospital Customer	Medium	313	17175	Urban	Washington	DC	20010	11001	   38.92723	  -77.01469	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N0041039	MASSACHUSETTS GENERAL HOSPITAL	Hospital in Region	Medium	1043	39730	Urban	Boston	MA	02114	25025	   42.362869	  -71.06863	Massachusetts Region	Northeast Division	Y	Y	Both	Hospital                                
N0207503	AIR METHODS ALAMOGORDO	Unclassified				NA	Alamogordo	NM	88310	35035			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N038B6PARK	PARKVIEW REGIONAL MEDICAL CENTER	Hospital in Region	High	620		Urban	Fort Wayne	IN	46805	18003	   41.096058	  -85.11155	Indiana Region	North Central Division	Y	Y	Neither	Hospital                                
N001AM004	AIR METHODS JOHNSTOWN	Unclassified				Rural	Johnstown	NY	12095	36035			Eastern New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N0205111	AIR METHODS MESQUITE	Unclassified				Rural	Mesquite	NV	89027	32003			Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N022105	BLOOD BANK OF DELMARVA	Hospital Customer				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N013B5CMHC	TRINITY HEALTH ANN ARBOR HOSPITAL	Hospital Out of Region	Medium	524	22551	Urban	Ypsilanti	MI	48197	26161	   42.267015	  -83.65773	Michigan Region	North Central Division	Y	Y	Both	Hospital                                
N017177	MEMORIAL BLOOD CENTERS OF MINNEAPOLIS	Hospital Out of Region				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N006B4HUNT	HUNTINGTON MEMORIAL HOSPITAL	Hospital Customer	Medium	578	12180	Urban	Pasadena	CA	91105	06037	   34.135779	 -118.1518	Los Angeles Region	Pacific Division	Y	Y	Neither	Hospital                                
N032B7UWIS	UNIVERSITY OF WISCONSIN HOSPITAL & CLINICS	Hospital Customer	High	672	112246	Urban	Madison	WI	53792	55025	   43.07799	  -89.43341	Wisconsin Region	North Central Division	Y	Y	Both	Hospital                                
N029CHIPEN	HCA-CHIPPENHAM HOSPITAL	Hospital Out of Region	Medium	758	12075	Urban	Richmond	VA	23225	51760	   37.515852	  -77.52488	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N049T1650T	BAYLOR SCOTT AND WHITE MED CTR-GRAPEVINE	Hospital in Region	High	302	7001	Urban	Grapevine	TX	76051	48439	   32.93558	  -97.09393	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N021P00211	KADLEC REGIONAL MEDICAL CENTER	Hospital Customer	High	337	7848	Urban	Richland	WA	99352	53005	   46.281615	 -119.28156	Northwest Region	Pacific Division	Y	N	Neither	Hospital                                
N0075206	AIR METHODS RIO RICO	Unclassified				Rural	Rio Rico	AZ	85648	04023	   31.490441	 -111.038096	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N011B1CHNE	CHRISTIAN HOSPITAL	Hospital in Region	High	482	5796	Urban	Saint Louis	MO	63136	29189	   38.775816	  -90.239	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	N	Both	Hospital                                
N020S98LRH	LOGAN REGIONAL HOSPITAL	Hospital Customer	Medium	146	6835	Urban	Logan	UT	84341	49005	   41.757052	 -111.82125	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	N	RBC Only	Hospital                                
N027B8TMCB	HERITAGE VALLEY BEAVER	Non RC Blood Centers	Medium	285	14576	Urban	Beaver	PA	15009	42007	   40.710372	  -80.32444	Greater Pennsylvania Region	Northeast Division	N	Y	Neither	Hospital                                
N038B7BALL	BALL MEMORIAL HOSPITAL		High	371	11140	Urban	Muncie	IN	47303	18035	   40.197617	  -85.41499	Indiana Region	North Central Division	Y	N	Both	Hospital                                
N022WTD	JEFFERSON WASHINGTON TOWNSHIP HOSPITAL	Hospital Customer	Medium	230	15738	Urban	Blackwood	NJ	08012	34007	   39.734516	  -75.06639	New Jersey Region	Northeast Division	N	N	Both	Hospital                                
N0305617	AIR METHODS - LANCASTER	Hospital Customer				Urban	Lebanon	PA	17578	42071			Greater Pennsylvania Region	Northeast Division	N	N	Neither	Air Ambulance                           
N053B1GTWN	GEORGETOWN UNIV HOSPITAL	Others	Medium	609	15511	Urban	Washington	DC	20007	11001	   38.911418	  -77.07534	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N030B48001	GEISINGER WYOMING VALLEY MEDICAL CENTER	Hospital in Region	Medium	266	14633	Urban	Wilkes Barre	PA	18711	42079	   41.256894	  -75.81178	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N022183	MILLER MEMORIAL BLOOD CENTER	Hospital Customer				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N009M8CHEY	CHEYENNE REGIONAL MEDICAL CENTER	Hospital Customer		206		Urban	Cheyenne	WY	82001	56021			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Hospital                                
N017MANS	MAYO CLINIC HEALTH SYSTEM MANKATO	Hospital Customer	High	272	7391	Urban	Mankato	MN	56001	27013	   44.165062	  -93.98377	Minnesota Dakotas Region	North Central Division	N	N	Neither	Hospital                                
N0122420	WAKE FOREST BAPTIST MEDICAL CENTER	Hospital Customer	Medium	885	34412	Urban	Winston Salem	NC	27157	37067	   36.090002	  -80.27149	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N030B7004H	PENN STATE HEALTH MILTON S HERSHEY MEDICAL CENTER	Hospital Customer		548	30087	Urban	Hershey	PA	17033	42043	   40.272968	  -76.6758	Greater Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N055B3BERN	ST BERNARDS MEDICAL CENTER	Hospital Customer	Low	378	10197	Urban	Jonesboro	AR	72401	05031	   35.837427	  -90.70206	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	N	Neither	Hospital                                
N027CABH	CABELL HUNTINGTON HOSPITAL	Hospital in Region	Medium	313	14974	Urban	Huntington	WV	25701	54011	   38.410019	  -82.42842	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N040B0LOYO	LOYOLA UNIVERSITY MEDICAL CENTER	Commercial Labs	Medium	547	11852	Urban	Maywood	IL	60153	17031	   41.85992	  -87.83516	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N003B1HNRY	PIEDMONT HENRY HOSPITAL	Hospital Customer	Medium	215	8674	Urban	Stockbridge	GA	30281	13151	   33.509001	  -84.22557	Georgia Region	Southeast and Caribbean Division	Y	N	Both	Hospital                                
N009N8UCMC	UCHEALTH UNIVERSITY OF COLORADO HOSPITAL	Hospital Customer	Medium	698	11592	Urban	Aurora	CO	80045	08001	   39.742298	 -104.84137	Colorado Wyoming Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N027B9CAMC	CHARLESTON AREA MEDICAL CENTER	Hospital Out of Region	Medium	472		Urban	Charleston	WV	25304	54039	   38.328686	  -81.60317	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N020S98VVM	VALLEY VIEW MEDICAL CENTER	Hospital Customer	Medium	48	3433	Rural	Cedar City	UT	84720	49021	   37.700432	 -113.06398	Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Hospital                                
N001AM005	AIR METHODS HARRIS	Unclassified				Rural	Harris	NY	12742	36105			Western New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N042C00019	METRO HEALTH MEDICAL CENTER-CLEVELAND	Hospital Customer	Medium	731	16750	Urban	Cleveland	OH	44109	39035	   41.462316	  -81.69823	Northern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N040B0UCHI	THE UNIVERSITY OF CHICAGO MEDICAL CENTER	Hospital Out of Region	High	805	18526	Urban	Chicago	IL	60637	17031	   41.788196	  -87.60449	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N04900068D	ST JOHN MEDICAL CENTER	Hospital Customer	Medium	677	20689	Urban	Tulsa	OK	74104	40143	   36.134887	  -95.96725	Kansas Oklahoma Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N0075227	AIR METHODS BULLHEAD CITY	Unclassified				Rural	Bullhead City	AZ	86442	04015	   35.089613	 -114.560868	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0122415	NEW HANOVER REGIONAL MED CTR	Hospital Customer	Medium	800	28039	Urban	Wilmington	NC	28401	37129	   34.206125	  -77.92417	North Carolina Region	Southeast and Caribbean Division	N	Y	Both	Hospital                                
N003B4MCMA	ATRIUM HEALTH NAVICENT	Hospital Out of Region	High	637	24828	Urban	Macon	GA	31201	13021	   32.832899	  -83.63607	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N0047128	UNIVERSITY OF VERMONT MEDICAL CENTER	Hospital in Region	Medium	562	22255	Urban	Burlington	VT	05401	50007	   44.480764	  -73.20069	Northern New England Region	Northeast Division	Y	Y	Neither	Hospital                                
N0205179	AIR METHODS WILLCOX	Hospital Customer				Rural	Willcox	AZ	85643	04009			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N041A45037	UNIVERSITY OF MISSISSIPPI MEDICAL CTR	Hospital in Region		697	23438	Urban	Jackson	MS	39216	28049	   32.329517	  -90.17448	Alabama Mississippi Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N02912034	SENTARA WILLIAMSBURG REGIONAL MED CENTER	Hospital Customer	Low	145	5016	Urban	Williamsburg	VA	23186	51830	   37.338914	  -76.73937	Virginia Region	Central Atlantic Division	Y	N	RBC Only	Hospital                                
N027B1CVMH	CONEMAUGH MEMORIAL MEDICAL CENTER	Hospital Out of Region	Medium	468	31038	Urban	Johnstown	PA	15905	42021	   40.305032	  -78.9189	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N009B6NPLT	GREAT PLAINS HEALTH	Hospital Customer	Medium	116	3807	Rural	North Platte	NE	69101	31111	   41.120741	 -100.77091	Nebraska Iowa Region	North Central Division	Y	N	Neither	Hospital                                
N0122225	DUMC DUKE UNIVERSITY MEDICAL CENTER	Others	Medium	960	38334	Urban	Durham	NC	27710	37063	   36.008249	  -78.93738	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N035N1VCU	VCU MEDICAL CENTER	Hospital Customer	Low	811	28758	Urban	Richmond	VA	23298	51760	   37.539871	  -77.42977	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N007000115	CANYON VISTA MEDICAL CENTER	Hospital Customer	Medium	100	3911	Urban	Sierra Vista	AZ	85635	04003	   31.552594	 -110.22981	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Hospital                                
N02911009	SENTARA VIRGINIA BEACH GENERAL HOSPITAL	Hospital in Region	Low	273	11593	Urban	Virginia Beach	VA	23454	51810	   36.86414	  -76.02834	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
